0.799523	-1.415963	0.226213	0.470629	-0.347641	0.117937	0.446811	-1.164788	0.196494	0.598209	-0.671349	0.220587	0.691974	-1.116282	0.360625	0.604744	-1.273400	0.203526	1.430928	0.285582	0.319202	0.503391	0.181694	0.274217	0.646038	-0.540088	0.127885	1.072222	-0.172725	0.243889	0.989589	-0.788724	0.113451	0.585262	-0.272644	0.102513	1.037513	0.170126	0.196383	0.709548	-0.198643	0.132658	1.043571	0.467562	0.305582	0.801606	0.484113	0.208452	0.717637	1.138505	0.296553	0.791704	-0.049298	0.086997	1.074699	-0.076122	0.247171	0.988923	0.511870	0.193931	0.438303	2.486368	0.262255	0.752652	-0.079527	0.106713	1.061437	0.520404	0.207735	1.742061	0.606207	0.237920	1.214270	0.558184	0.245818	1.189771	0.556481	0.215821	1.085682	0.854387	0.149759	1.262942	1.250209	0.255529	1.029669	0.698204	0.110413	0.526195	1.977958	0.061566	0.920741	1.545568	0.182965	1.164886	0.860697	0.092479	1.215760	1.026570	0.066624	1.216194	1.794972	0.094657	1.485273	1.782980	0.079437	1.103965	2.068167	0.134192
0.879095	-1.380097	0.195396	0.514914	-0.412531	0.109404	0.515109	-1.173586	0.192974	0.614771	-0.818972	0.135691	0.747849	-1.093940	0.325055	0.792496	-0.809973	0.334454	1.394152	0.102244	0.328896	0.600021	0.636786	0.346697	0.537025	-0.735384	0.128564	0.888282	-0.494223	0.134386	1.082506	-0.677044	0.151785	0.744004	-0.266395	0.107542	0.836115	-0.136665	0.090790	0.785298	-0.379832	0.081847	1.021515	0.535060	0.341768	1.059309	0.753759	0.318340	0.645161	0.835424	0.230559	0.877109	-0.061821	0.105306	0.995858	-0.232651	0.148134	0.773202	0.229485	0.120808	0.342939	3.040137	0.245547	0.860211	0.098313	0.203706	1.405686	0.516041	0.272058	1.474222	0.572549	0.218820	1.435125	0.564520	0.260937	1.317669	0.429873	0.224068	1.384479	0.925109	0.230482	1.356121	1.072310	0.246846	1.095519	0.658660	0.113965	0.810141	1.610006	0.081396	1.118639	1.265607	0.175918	0.972253	0.833113	0.104659	1.160000	1.043797	0.059236	1.050545	1.842312	0.074214	1.469326	1.778908	0.085433	1.130593	1.957653	0.121331
0.966818	-1.176042	0.286920	0.399348	-0.382608	0.139224	0.472025	-1.043776	0.213206	0.650040	-0.660601	0.154040	0.596359	-1.337787	0.298550	0.640866	-0.896180	0.289862	1.352433	0.147473	0.344654	0.771807	0.816258	0.422797	0.589396	-0.588529	0.153722	0.885073	-0.383768	0.118007	1.021065	-0.848275	0.083345	0.615740	-0.339722	0.084439	0.790222	0.007959	0.122369	0.809096	-0.249708	0.090351	1.088813	0.520279	0.301363	1.038187	0.631506	0.292146	0.605346	0.860370	0.233437	0.825663	-0.105217	0.051107	1.098167	-0.086716	0.179882	0.824080	0.370921	0.152096	0.345206	2.436347	0.180445	0.802103	-0.079916	0.108741	1.210079	0.325027	0.201861	1.211755	0.496444	0.166598	1.132026	0.567700	0.266731	1.089711	0.411385	0.203347	0.837266	1.012172	0.157057	1.271951	1.096820	0.253013	1.027836	0.627950	0.074260	0.647050	1.624558	0.057868	1.031898	1.353934	0.202109	0.863071	0.944357	0.104050	1.046515	1.083804	0.063705	1.415980	1.835906	0.104319	1.528663	1.835283	0.107104	0.631780	2.365683	0.098600
0.786087	-1.359794	0.242805	0.541075	-0.286857	0.118949	0.566620	-0.937826	0.196095	0.640299	-0.752387	0.159179	0.782398	-0.917183	0.336103	0.581561	-1.123355	0.234121	1.626194	0.250818	0.331490	0.536245	0.533951	0.338580	0.617190	-0.622063	0.134150	0.923613	-0.350276	0.170235	0.958638	-0.838484	0.083285	0.592988	-0.440154	0.102019	1.026957	0.147210	0.157307	0.835483	-0.224607	0.103500	0.896837	0.347698	0.257200	0.976020	0.865612	0.296174	0.669331	0.799646	0.211263	0.762682	-0.088303	0.062234	1.028812	-0.107904	0.179465	0.905645	0.511853	0.172004	0.262574	3.479660	0.225671	0.875845	0.048700	0.148484	1.409787	0.623653	0.254907	2.043889	0.609023	0.260172	1.359444	0.659671	0.259091	1.314547	0.447258	0.194364	0.915800	0.946424	0.162910	1.333043	1.105548	0.256704	1.126274	0.770080	0.115437	1.166859	1.614394	0.103169	1.195803	1.390484	0.188157	1.180348	1.000433	0.155733	1.107075	1.067597	0.047762	1.118130	1.820431	0.109612	0.981777	2.080807	0.062804	1.055436	2.115359	0.115107
0.885109	-1.358862	0.209493	0.509317	-0.306220	0.113463	0.393010	-1.226227	0.245791	0.497214	-1.030724	0.179257	0.658288	-1.284859	0.302863	0.577543	-0.919653	0.359767	1.174392	0.010741	0.292692	0.463783	0.335163	0.321143	0.616424	-0.652577	0.157552	0.761129	-0.360561	0.182405	1.076270	-0.736184	0.119049	0.630032	-0.326891	0.106640	0.979235	0.101468	0.196986	0.874909	-0.075866	0.155454	1.168335	0.533237	0.342650	0.925342	0.524684	0.234155	0.763034	0.997772	0.280571	0.923193	-0.080055	0.071696	0.895192	-0.289900	0.137659	0.683330	0.321927	0.115699	0.308293	2.885003	0.236293	0.917635	0.038595	0.175414	1.312632	0.633056	0.266355	1.977715	0.602017	0.245117	1.663247	0.635028	0.305736	1.028247	0.440141	0.185830	1.089563	0.979558	0.194031	1.052035	1.125150	0.208335	1.008060	0.796520	0.129571	0.946012	1.716294	0.121627	1.466147	1.310908	0.233324	1.204399	0.900889	0.103358	1.312219	1.078950	0.100515	1.766447	1.690275	0.111554	1.367318	1.847174	0.084279	1.087387	1.941143	0.142855
0.860911	-1.434102	0.177332	0.491123	-0.481693	0.116896	0.528011	-1.261046	0.182608	0.573298	-0.783286	0.159808	0.710183	-1.163738	0.327492	0.613403	-1.101246	0.246170	1.396463	0.073559	0.299435	0.669116	0.845563	0.397016	0.618994	-0.541208	0.153707	0.925645	-0.302487	0.159488	0.960582	-0.824760	0.124238	0.623609	-0.288052	0.082712	0.892287	0.049042	0.178426	0.873696	-0.325765	0.085926	1.448711	0.647672	0.346735	0.898561	0.500731	0.208874	1.045373	1.010851	0.320634	0.792394	-0.083746	0.075116	1.235171	0.034803	0.248866	0.876073	0.338456	0.129147	0.356985	2.352950	0.229586	0.795956	-0.188396	0.134339	1.370606	0.468060	0.240110	1.506570	0.538507	0.247215	1.423190	0.608936	0.286012	1.007704	0.298801	0.169022	1.356672	0.920729	0.191242	1.405636	1.085351	0.229397	0.860571	0.604570	0.089160	0.758107	1.570719	0.067455	0.971691	1.392711	0.188038	1.067267	0.879728	0.075380	1.055632	1.066540	0.052575	1.264357	1.688385	0.092651	1.361619	1.797010	0.087166	1.359564	1.784621	0.140122
0.883597	-1.345910	0.219653	0.476622	-0.308174	0.142112	0.455219	-1.244391	0.221001	0.523358	-0.896178	0.144572	0.732108	-1.191282	0.318855	0.656643	-0.967678	0.324012	1.484089	0.155156	0.332738	0.701492	0.611287	0.381146	0.641889	-0.527678	0.154385	0.816213	-0.462115	0.162069	1.138132	-0.756355	0.093979	0.680921	-0.343004	0.110185	0.998006	0.013080	0.183634	0.708166	-0.348234	0.069035	1.012840	0.547015	0.325817	0.886010	0.413468	0.204461	0.723143	1.153822	0.308706	0.781651	-0.068821	0.064491	1.032352	-0.285312	0.112994	0.933321	0.331807	0.166916	0.397868	1.969077	0.206350	0.831923	-0.164653	0.112269	1.319743	0.498770	0.262196	1.872497	0.533958	0.247925	1.362256	0.623278	0.295125	1.101328	0.355966	0.198184	1.318387	0.846587	0.182815	1.248837	1.022274	0.225806	1.176877	0.578894	0.124354	0.582164	1.889708	0.062067	1.322277	1.263115	0.194240	0.961611	0.864608	0.106213	1.190790	1.112848	0.080033	1.399951	1.698299	0.090736	1.428364	1.696320	0.097938	1.085721	1.847748	0.126710
0.963492	-1.379911	0.173546	0.501953	-0.338228	0.105131	0.546070	-0.963581	0.242682	0.529310	-1.061647	0.150498	0.751917	-0.916440	0.348419	0.611494	-1.082802	0.268328	1.523886	0.156020	0.337775	0.651531	0.440059	0.331974	0.711897	-0.642611	0.141434	0.867584	-0.367512	0.170747	1.032291	-0.849088	0.082059	0.645529	-0.304313	0.086437	0.955949	-0.001435	0.153834	0.745309	-0.294703	0.103950	1.188295	0.491775	0.295187	0.980495	0.511269	0.271475	0.583739	0.596456	0.187842	0.850371	-0.004418	0.091700	1.116226	-0.229014	0.151648	0.913638	0.360326	0.147185	0.602203	2.205301	0.294639	0.858222	-0.113882	0.151463	1.080560	0.393712	0.221202	1.352991	0.508281	0.216378	1.460529	0.698565	0.283279	1.102428	0.451767	0.225087	1.098383	0.978039	0.194753	1.284236	1.061884	0.245616	1.017035	0.717834	0.127068	0.633523	1.643514	0.051112	1.602592	1.298565	0.227939	1.127900	0.761554	0.109943	1.505498	0.974118	0.091261	1.803061	1.692310	0.108195	1.389364	1.819171	0.085542	0.897392	2.028478	0.111492
0.924669	-1.308781	0.198443	0.429497	-0.519637	0.116612	0.510719	-0.978382	0.240819	0.599097	-0.682414	0.177218	0.692679	-1.121169	0.366834	0.570911	-1.142890	0.304697	1.408578	0.190300	0.352560	0.478845	0.546377	0.366468	0.687074	-0.679047	0.132269	0.941391	-0.510807	0.119822	1.042352	-0.786745	0.106828	0.610991	-0.390320	0.077884	0.829196	-0.005708	0.143661	0.750260	-0.328218	0.079760	1.378128	0.680539	0.367011	0.929157	0.545840	0.271913	0.782609	0.964309	0.292662	0.725976	-0.143127	0.061084	1.138719	-0.082931	0.206999	0.865189	0.223600	0.122775	0.288705	2.849113	0.214883	0.779931	-0.157569	0.156545	1.530109	0.464596	0.274883	1.600948	0.525477	0.234860	1.234073	0.679985	0.285804	0.958779	0.262151	0.174657	1.314970	0.866101	0.178635	1.523313	1.123481	0.256735	1.061931	0.791530	0.132008	0.622735	1.918340	0.085932	1.089295	1.414542	0.211006	0.966076	0.841773	0.088366	1.030281	1.026995	0.039561	1.160828	1.886393	0.100259	1.311148	1.877044	0.086970	0.725547	2.148073	0.113647
0.838829	-1.309035	0.224603	0.502089	-0.334562	0.108228	0.381102	-1.448219	0.195993	0.579708	-0.704227	0.183295	0.784062	-1.013604	0.372496	0.574242	-1.135277	0.313708	1.599708	0.160525	0.326232	0.390094	0.119174	0.299049	0.598058	-0.750290	0.125124	0.794540	-0.520723	0.116200	1.049954	-0.741286	0.121439	0.660580	-0.252173	0.123340	0.871319	-0.026509	0.147763	0.669492	-0.368144	0.080682	0.923874	0.362498	0.284876	1.077455	0.682915	0.279305	0.712982	0.782557	0.241044	0.823593	-0.076838	0.045449	1.106164	-0.162143	0.192925	0.967568	0.442396	0.174316	0.355725	2.432408	0.181550	0.841686	-0.093650	0.117392	1.389505	0.473351	0.253100	1.420946	0.580329	0.235018	1.251342	0.572439	0.247287	1.124225	0.459575	0.222498	0.921844	0.853330	0.137943	1.573000	1.109139	0.241004	1.099694	0.687435	0.119897	0.772239	1.777785	0.081159	1.019481	1.336987	0.177727	1.303155	0.886050	0.125961	1.153759	0.995914	0.053721	1.170810	1.766950	0.091797	1.184831	2.098471	0.080475	0.887113	2.005588	0.112703
