101001110000000000001100000000000010 8 3
10101110110111011111001010110011000021 6
1111101111111111111101110110111110113110
100011000000000010010000001000100000 7 2
11101010110011111011101000001100000018 5
1111111111111111111111111111111111113612
10001101110110101011110011000010000017 5
110100001000000100101000000000010000 8 2
001000010000000001001100001000101000 8 5
11110101011111111110001011100000000020 6
10110101000101011010000001100000000012 4
11110100100000110010000000000110000011 5
11111111111111111110011111100001100027 9
100001000010001000110000000000100000 7 2
00100100100000110001110000100110000112 8
101010000100011000000100000000000000 7 2
10001110110111010100001010010000001116 5
11111111101011100110011111110001111127 9
11111101111101001110000010000000000016 5
011001001000000100010010000000000000 7 3
11011101100010000000110110001110010016 5
11111111110010111111010110110000000022 7
10010101111100010100010100000000100013 6
110111101000000000000000001000001000 9 4
10000100011011000111100111001001000015 4
11011111111111111111011110001011111029 7
11100100110011000011000010010000100114 5
11011111110011111111011110011000110126 7
11101110100110110010000010000000000114 6
11101011110010111111011000000011100020 5
11010100101000000101000000000000011010 3
11101111110010011000011001100000100017 5
11110111111101001110100010000001000018 6
11111011011010111110011100010000000019 4
10111111011010010000010110000000000014 3
10110110100000001010011100000000000112 5
11100100010100010010010000110000000011 4
11100011110011111101100011100010100020 7
11111111010100101100100000101010000017 7
11111110101110011111011010010000000020 5
01111100110100001010001010000100000013 5
10110100100011000010000100000100000010 5
10101011001110100010110000000000000012 4
11100001111010011011100000000100000115 5
10111111001110001101101100000000000016 6
111001100000101010000000000000000000 8 3
10110010011100001110001000000000000011 3
1111111111111111111101111111111110003210
10110101100000001010100000100100000011 6
11110011110110100001100011010011010019 5
00111111001000101100101110000010011017 6
11111111101111011111110010010000110125 8
11111111101111101110011101011001110026 8
11101000010100000001010000011000000010 2
001100000000000000000000000000100010 4 1
10111111101110111111000100000010100020 8
10010101000101100010000110001000000011 4
11011111011111011110111010000000000020 4
11011101110000011110000101000000000014 4
10110001011110111101101000000000000015 5
11111111110111000111110001010000000020 6
11111111111111110110000010110011100125 9
10101111001101111101001110000001110020 7
101001000000001010010001000010000000 8 4
11101111101110011111101110010000100022 8
11110011000000000110000011000000000010 2
10111110000111111001001000001000000015 4
11111111011110111101011101101010010025 7
10101100110101010000000100000000101012 6
111010000000100100000001000100000000 8 2
01101111111110011110001000000001110019 6
11101101101000011101000100000000010014 5
10011100101100000001100100000010000011 5
1111111111111111111100010111111110103010
11111001001100111110000010000000010015 4
11111111110111111110011001010111000025 7
11111101011111011100011110110000000021 6
100010100110000010010000000000000000 7 0
0111111111111111111111111111101110003110
00100101000010010000000110101010000010 4
011001000000000010001001001000000001 8 6
001000010000100010000101001000000001 8 4
