11111111111011111111001100111111101029 9
11101101011011100100110001000000010016 5
10111111010100101001011010110000000118 6
10111110011101011111011111101100001024 7
11111000111111001000011011000101100019 5
10011110111111010111000010100000000017 5
10101101111100010101110000000000001015 6
10111100110010011011011000010000000015 3
10111100101011000100110011010000000015 5
11111111110110110110010000100000100019 8
10111111101011011000000010001000000116 4
100100100000010100001100000010000000 8 1
10101110111011111111111001110000000022 7
11111110111010100101001011001001011021 5
110000000000000010000000000000000000 3 0
11101000101011000100010001100000000012 4
00101110010011100010000001000000000010 3
11101011111011101111011111011011000025 5
10011111111110001100111111010000000020 6
01111111111111101110110111001000101025 9
10011110111101101011101001000100000018 6
11111001100110011100000000101000000014 5
1111111111111111111101111111111010103210
11111111110111001111001111010011101026 7
10100110101000000110100000101000000011 6
11001100111000000011000000110010000012 3
10010101111100010100000000010000001012 4
10101111100001011000000010100010000013 4
11101101110001001010000000000010000012 3
10111101110010110010110010000100000016 6
1111111111111110111111111111100111013211
100010001000010000100000000000100000 6 1
11111101010000111010000111100000000016 5
11111111111111011111111111000100100027 9
10011001110110010000100000000100010012 4
11111111111011101111011111011001000026 6
10110001011001111101001100010100110018 6
01110000110001000000101000110000000010 4
1111111111111111111111111111111011113512
11101110111101000010000110001000001016 5
001000011000001000000000000000010000 5 3
11111101100000111111100010000000000016 6
11111110111111111111011011111001101029 8
10111111111111110111001111011010100026 8
1111111011111111111111111101111111103310
10111100110001100001010001010101100117 7
11100000111111010010000000010001001014 3
10011011111101100100011100011001000018 5
1011111111111111111101111111100111013110
11101101000001111000000000010100001013 4
1111111111111111101111110111111110103210
01111001100001000010001100001000000011 3
11010101011011000100110101000000000014 4
1111111111111111111111111111110000003010
1011111111111111111101111110101110113110
01101011000010000001100010010010000011 2
11011111000100000000000001000101000011 3
11111101110011110011110010100000000019 6
10111111111001010000011011011000000018 3
01010010000101110001100000001000000010 3
11111110111111000010011111000111100023 7
11010111111101001110010011000001010120 5
1101111111111111111111111111100111113310
11011101100000101000001010000000000011 3
11011110101010001010111001001000000016 3
11111111001111100111111001101000000022 7
11101101101101001001000100000011000015 5
11111110110101111000011100000010010019 6
110111000010010000001000000001000000 9 3
11001110011101111001111011010000000019 4
11111100111110010110100000110000010018 7
100001100000000110001000000001011000 9 4
11011111011011011101010001001101011022 3
01101100111000010101110101010000000015 6
11001110111011100111011000001000100018 5
10110101110111000000100010010000100115 7
10101111011110111100001100000001100018 7
11110110011001000010111111001011000019 4
11111101111000000001110010100100000016 6
001111010110000000100000000000000010 9 2
11111011111011011110011111000001000022 4
10111111110111010111101000000000000018 6
11111111111111111110111111000011100028 9
001011011100000000100000100000000001 9 4
10101110101010100111001111100101010020 8
